pokedex_number,name,japanese_name,type1,type2,abilities,hp,attack,defense,sp_attack,sp_defense,speed,base_total,classfication,generation,is_legendary,experience_growth,capture_rate,base_egg_steps,base_happiness,height_m,percentage_male,weight_kg,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water
699,Aurorus,Amarurugaアマルルガ,rock,ice,"['Refrigerate', 'Snow Warning']",123,77,72,99,92,58,521,Tundra Pokémon,6,0,1000000,45,7680,70,2.7,88.1,225,1,1,1,1,1,4,1,0.5,1,2,2,0.5,0.5,0.5,1,2,4,2
700,Sylveon,Nymphiaニンフィア,fairy,,"['Cute Charm', 'Pixilate']",95,65,65,110,130,60,525,Intertwining Pokémon,6,0,1000000,45,8960,70,1,88.1,23.5,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1
701,Hawlucha,Luchabullルチャブル,fighting,flying,"['Limber', 'Unburden', 'Mold Breaker']",78,92,75,74,63,118,500,Wrestling Pokémon,6,0,1000000,100,5120,70,0.8,50,21.5,0.25,0.5,1,2,2,0.5,1,2,1,0.5,0,2,1,1,2,1,1,1
702,Dedenne,Dedenneデデンネ,electric,fairy,"['Cheek Pouch', 'Pickup', 'Plus']",67,58,57,81,67,101,431,Antenna Pokémon,6,0,1000000,180,5120,70,0.2,50,2.2,0.5,0.5,0,0.5,1,0.5,1,0.5,1,1,2,1,1,2,1,1,1,1
703,Carbink,Melecieメレシー,rock,fairy,"['Clear Body', 'Sturdy']",50,50,150,50,150,50,500,Jewel Pokémon,6,0,1250000,60,6400,70,0.3,,5.7,0.5,0.5,0,1,1,1,0.5,0.5,1,2,2,1,0.5,1,1,1,4,2
704,Goomy,Numeraヌメラ,dragon,,"['Sap Sipper', 'Hydration', 'Gooey']",45,50,35,55,75,40,300,Soft Tissue Pokémon,6,0,1250000,45,10240,35,0.3,50,2.8,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5
705,Sliggoo,Numeilヌメイル,dragon,,"['Sap Sipper', 'Hydration', 'Gooey']",68,75,53,83,113,60,452,Soft Tissue Pokémon,6,0,1250000,45,10240,35,0.8,50,17.5,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5
706,Goodra,Numelgonヌメルゴン,dragon,,"['Sap Sipper', 'Hydration', 'Gooey']",90,100,70,110,150,80,600,Dragon Pokémon,6,0,1250000,45,10240,35,2,50,150.5,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5
707,Klefki,Cleffyクレッフィ,steel,fairy,"['Prankster', 'Magician']",57,80,91,80,87,75,470,Key Ring Pokémon,6,0,800000,75,5120,70,0.2,50,3,0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1
708,Phantump,Bokureiボクレー,ghost,grass,"['Natural Cure', 'Frisk', 'Harvest']",43,70,48,50,60,38,309,Stump Pokémon,6,0,1000000,120,5120,70,0.4,50,7,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5
709,Trevenant,Ohrotオーロット,ghost,grass,"['Natural Cure', 'Frisk', 'Harvest']",85,110,76,65,82,56,474,Elder Tree Pokémon,6,0,1000000,60,5120,70,1.5,50,71,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5
710,Pumpkaboo,Bakecchaバケッチャ,ghost,grass,"['Pickup', 'Frisk', 'Insomnia']",59,66,70,44,55,41,335,Pumpkin Pokémon,6,0,1000000,120,5120,70,0.8,50,15,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5
711,Gourgeist,Pumpjinパンプジン,ghost,grass,"['Pickup', 'Frisk', 'Insomnia']",85,100,122,58,75,54,494,Pumpkin Pokémon,6,0,1000000,60,5120,70,1.7,50,39,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5
712,Bergmite,Kachikohruカチコール,ice,,"['Own Tempo', 'Ice Body', 'Sturdy']",55,69,85,32,35,28,304,Ice Chunk Pokémon,6,0,1000000,190,5120,70,1,50,99.5,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1
713,Avalugg,Crebaseクレベース,ice,,"['Own Tempo', 'Ice Body', 'Sturdy']",95,117,184,44,46,28,514,Iceberg Pokémon,6,0,1000000,55,5120,70,2,50,505,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1
714,Noibat,Onbatオンバット,flying,dragon,"['Frisk', 'Infiltrator', 'Telepathy']",40,30,35,45,40,55,245,Sound Wave Pokémon,6,0,1000000,190,5120,70,0.5,50,8,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5
715,Noivern,Onvernオンバーン,flying,dragon,"['Frisk', 'Infiltrator', 'Telepathy']",85,70,80,97,80,123,535,Sound Wave Pokémon,6,0,1000000,45,5120,70,1.5,50,85,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5
716,Xerneas,Xerneasゼルネアス,fairy,,['Fairy Aura'],126,131,95,131,98,99,680,Life Pokémon,6,1,1250000,45,30720,0,3,,215,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1
717,Yveltal,Yveltalイベルタル,dark,flying,['Dark Aura'],126,131,95,131,98,99,680,Destruction Pokémon,6,1,1250000,45,30720,0,5.8,,203,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1
718,Zygarde,Zygarde (10% Forme)ジガルデ,dragon,ground,"['Aura Break', 'Power Construct']",216,100,121,91,95,85,708,Order Pokémon,6,1,1250000,3,30720,0,5,,284.6,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1
719,Diancie,Diancieディアンシー,rock,fairy,['Clear Body'],50,160,110,160,110,110,700,Jewel Pokémon,6,1,1250000,3,6400,70,0.7,,8.8,0.5,0.5,0,1,1,1,0.5,0.5,1,2,2,1,0.5,1,1,1,4,2
720,Hoopa,Hoopa (imashimerareshi Hoopa)フーパ,psychic,ghost,['Magician'],80,160,60,170,130,80,680,Mischief Pokémon (Confined)Djinn Pokémonn (Unbound),6,1,1250000,3,30720,100,,,,1,4,1,1,1,0,1,1,4,1,1,1,0,0.5,0.5,1,1,1
721,Volcanion,Volcanionボルケニオン,fire,water,['Water Absorb'],80,110,120,130,90,70,600,Steam Pokémon,6,1,1250000,3,30720,100,1.7,,195,0.5,1,1,2,0.5,1,0.25,1,1,1,2,0.25,1,1,1,2,0.25,1
722,Rowlet,Mokurohモクロー,grass,flying,"['Overgrow', 'Long Reach']",68,55,55,50,50,42,320,Grass Quill Pokémon,7,0,1059860,45,3840,70,0.3,88.1,1.5,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5
723,Dartrix,Fukuthrowフクスロー,grass,flying,"['Overgrow', 'Long Reach']",78,75,75,70,70,52,420,Blade Quill Pokémon,7,0,1059860,45,3840,70,0.7,88.1,16,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5
724,Decidueye,Junaiperジュナイパー,grass,ghost,"['Overgrow', 'Long Reach']",78,107,75,100,100,70,530,Arrow Quill Pokémon,7,0,1059860,45,3840,70,1.6,88.1,36.6,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5
725,Litten,Nyabbyニャビー,fire,,"['Blaze', 'Intimidate']",45,65,40,60,40,70,320,Fire Cat Pokémon,7,0,1059860,45,3840,70,0.4,88.1,4.3,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
726,Torracat,Nyaheatニャヒート,fire,,"['Blaze', 'Intimidate']",65,85,50,80,50,90,420,Fire Cat Pokémon,7,0,1059860,45,3840,70,0.7,88.1,25,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
727,Incineroar,Gaogaenガオガエン,fire,dark,"['Blaze', 'Intimidate']",95,115,90,80,90,60,530,Heel Pokémon,7,0,1059860,45,3840,70,1.8,88.1,83,1,0.5,1,1,1,2,0.5,1,0.5,0.5,2,0.5,1,1,0,2,0.5,2
728,Popplio,Ashimariアシマリ,water,,"['Torrent', 'Liquid Voice']",50,54,54,66,56,40,320,Sea Lion Pokémon,7,0,1059860,45,3840,70,0.4,88.1,7.5,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
729,Brionne,Osyamariオシャマリ,water,,"['Torrent', 'Liquid Voice']",60,69,69,91,81,50,420,Pop Star Pokémon,7,0,1059860,45,3840,70,0.6,88.1,17.5,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
730,Primarina,Ashireneアシレーヌ,water,fairy,"['Torrent', 'Liquid Voice']",80,74,74,126,116,60,530,Soloist Pokémon,7,0,1059860,45,3840,70,1.8,88.1,44,0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5
731,Pikipek,Tsutsukeraツツケラ,normal,flying,"['Keen Eye', 'Skill Link', 'Pickup']",35,75,30,30,30,65,265,Woodpecker Pokémon,7,0,1000000,255,3840,70,0.3,50,1.2,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
732,Trumbeak,Kerarappaケララッパ,normal,flying,"['Keen Eye', 'Skill Link', 'Pickup']",55,85,50,40,50,75,355,Bugle Beak Pokémon,7,0,1000000,120,3840,70,0.6,50,14.8,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
733,Toucannon,Dodekabashiドデカバシ,normal,flying,"['Keen Eye', 'Skill Link', 'Sheer Force']",80,120,75,75,75,60,485,Cannon Pokémon,7,0,1000000,45,3840,70,1.1,50,26,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
734,Yungoos,Youngooseヤングース,normal,,"['Stakeout', 'Strong Jaw', 'Adaptability']",48,70,30,30,30,45,253,Loitering Pokémon,7,0,1000000,255,3840,70,0.4,50,6,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
735,Gumshoos,Dekagooseデカグース,normal,,"['Stakeout', 'Strong Jaw', 'Adaptability']",88,110,60,55,60,45,418,Stakeout Pokémon,7,0,1000000,127,3840,70,0.7,50,14.2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
736,Grubbin,Agojimushiアゴジムシ,bug,,['Swarm'],47,62,45,55,45,46,300,Larva Pokémon,7,0,1000000,255,3840,70,0.4,50,4.4,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1
737,Charjabug,Dendimushiデンヂムシ,bug,electric,['Battery'],57,82,95,55,75,36,400,Battery Pokémon,7,0,1000000,120,3840,70,0.5,50,10.5,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1
738,Vikavolt,Kuwagannonクワガノン,bug,electric,['Levitate'],77,70,90,145,75,43,500,Stag Beetle Pokémon,7,0,1000000,45,3840,70,1.5,50,45,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1
739,Crabrawler,Makenkaniマケンカニ,fighting,,"['Hyper Cutter', 'Iron Fist', 'Anger Point']",47,82,57,42,47,63,338,Boxing Pokémon,7,0,1000000,225,5120,70,0.6,50,7,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
740,Crabominable,Kekenkaniケケンカニ,fighting,ice,"['Hyper Cutter', 'Iron Fist', 'Anger Point']",97,132,77,62,67,43,478,Woolly Crab Pokémon,7,0,1000000,60,5120,70,1.7,50,180,0.5,0.5,1,1,2,2,2,2,1,1,1,0.5,1,1,2,1,2,1
741,Oricorio,Odoridori (pachipachi Style)オドリドリ,fire,flying,['Dancer'],75,70,70,98,70,93,476,Dancing Pokémon,7,0,1000000,45,5120,70,0.6,24.6,3.4,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2
742,Cutiefly,Abulyアブリー,bug,fairy,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",40,45,40,55,40,84,304,Bee Fly Pokémon,7,0,1000000,190,5120,70,0.1,50,0.2,0.5,0.5,0,1,1,0.25,2,2,1,0.5,0.5,1,1,2,1,2,2,1
743,Ribombee,Aburibbonアブリボン,bug,fairy,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",60,55,60,95,70,124,464,Bee Fly Pokémon,7,0,1000000,75,5120,70,0.2,50,0.5,0.5,0.5,0,1,1,0.25,2,2,1,0.5,0.5,1,1,2,1,2,2,1
744,Rockruff,Iwankoイワンコ,rock,,"['Keen Eye', 'Vital Spirit', 'Steadfast']",45,65,40,30,40,60,280,Puppy Pokémon,7,0,1000000,190,3840,70,0.5,50,9.2,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2
745,Lycanroc,Lugarugan (mahiru No Sugata)ルガルガン,rock,,"['Keen Eye', 'Sand Rush', 'Steadfast', 'Keen Eye', 'Vital Spirit', 'No Guard']",85,115,75,55,75,82,487,Wolf Pokémon,7,0,1000000,90,3840,70,,50,,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2
746,Wishiwashi,Yowashi (tandoku No Sugata)ヨワシ,water,,['Schooling'],45,140,130,140,135,30,620,Small Fry Pokémon,7,0,800000,60,3840,70,0.2,50,0.3,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
747,Mareanie,Hidoideヒドイデ,poison,water,"['Merciless', 'Limber', 'Regenerator']",50,53,62,43,52,45,305,Brutal Star Pokémon,7,0,1000000,190,5120,70,0.4,50,8,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5
748,Toxapex,Dohidoideドヒドイデ,poison,water,"['Merciless', 'Limber', 'Regenerator']",50,63,152,53,142,35,495,Brutal Star Pokémon,7,0,1000000,75,5120,70,0.7,50,14.5,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5
749,Mudbray,Dorobankoドロバンコ,ground,,"['Own Tempo', 'Stamina', 'Inner Focus']",70,100,70,45,55,45,385,Donkey Pokémon,7,0,1000000,190,5120,70,1,50,110,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2
750,Mudsdale,Banbadoroバンバドロ,ground,,"['Own Tempo', 'Stamina', 'Inner Focus']",100,125,100,55,85,35,500,Draft Horse Pokémon,7,0,1000000,60,5120,70,2.5,50,920,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2
751,Dewpider,Shizukumoシズクモ,water,bug,"['Water Bubble', 'Water Absorb']",38,40,52,40,72,27,269,Water Bubble Pokémon,7,0,1000000,200,3840,70,0.3,50,4,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5
752,Araquanid,Onishizukumoオニシズクモ,water,bug,"['Water Bubble', 'Water Absorb']",68,70,92,50,132,42,454,Water Bubble Pokémon,7,0,1000000,100,3840,70,1.8,50,82,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5
753,Fomantis,Karikiriカリキリ,grass,,"['Leaf Guard', 'Contrary']",40,55,35,50,35,35,250,Sickle Grass Pokémon,7,0,1000000,190,5120,70,0.3,50,1.5,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
754,Lurantis,Lalantesラランテス,grass,,"['Leaf Guard', 'Contrary']",70,105,90,80,90,45,480,Bloom Sickle Pokémon,7,0,1000000,75,5120,70,0.9,50,18.5,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
755,Morelull,Nemasyuネマシュ,grass,fairy,"['Illuminate', 'Effect Spore', 'Rain Dish']",40,35,55,65,75,15,285,Illuminating Pokémon,7,0,1000000,190,5120,70,0.2,50,1.5,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5
756,Shiinotic,Mashadeマシェード,grass,fairy,"['Illuminate', 'Effect Spore', 'Rain Dish']",60,45,80,90,100,30,405,Illuminating Pokémon,7,0,1000000,75,5120,70,1,50,11.5,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5
757,Salandit,Yatoumoriヤトウモリ,poison,fire,"['Corrosion', 'Oblivious']",48,44,40,71,40,77,320,Toxic Lizard Pokémon,7,0,1000000,120,5120,70,0.6,88.1,4.8,0.25,1,1,1,0.25,0.5,0.5,1,1,0.25,4,0.5,1,0.5,2,2,0.5,2
758,Salazzle,Ennewtエンニュート,poison,fire,"['Corrosion', 'Oblivious']",68,64,60,111,60,117,480,Toxic Lizard Pokémon,7,0,1000000,45,5120,70,1.2,0,22.2,0.25,1,1,1,0.25,0.5,0.5,1,1,0.25,4,0.5,1,0.5,2,2,0.5,2
759,Stufful,Nuikogumaヌイコグマ,normal,fighting,"['Fluffy', 'Klutz', 'Cute Charm']",70,75,50,45,50,50,340,Flailing Pokémon,7,0,1000000,140,3840,70,0.5,50,6.8,0.5,0.5,1,1,2,2,1,2,0,1,1,1,1,1,2,0.5,1,1
760,Bewear,Kiterugumaキテルグマ,normal,fighting,"['Fluffy', 'Klutz', 'Unnerve']",120,125,80,55,60,60,500,Strong Arm Pokémon,7,0,1000000,70,3840,70,2.1,50,135,0.5,0.5,1,1,2,2,1,2,0,1,1,1,1,1,2,0.5,1,1
761,Bounsweet,Amakajiアマカジ,grass,,"['Leaf Guard', 'Oblivious', 'Sweet Veil']",42,30,38,30,38,32,210,Fruit Pokémon,7,0,1059860,235,5120,70,0.3,0,3.2,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
762,Steenee,Amamaikoアママイコ,grass,,"['Leaf Guard', 'Oblivious', 'Sweet Veil']",52,40,48,40,48,62,290,Fruit Pokémon,7,0,1059860,120,5120,70,0.7,0,8.2,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
763,Tsareena,Amajoアマージョ,grass,,"['Leaf Guard', 'Queenly Majesty', 'Sweet Veil']",72,120,98,50,98,72,510,Fruit Pokémon,7,0,1059860,45,5120,70,1.2,0,21.4,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
764,Comfey,Cuwawaキュワワー,fairy,,"['Flower Veil', 'Triage', 'Natural Cure']",51,52,90,82,110,100,485,Posy Picker Pokémon,7,0,800000,60,5120,70,0.1,24.6,0.3,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1
765,Oranguru,Yareyuutanヤレユータン,normal,psychic,"['Inner Focus', 'Telepathy', 'Symbiosis']",90,60,80,90,110,60,490,Sage Pokémon,7,0,1250000,45,5120,70,1.5,50,76,2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1
766,Passimian,Nagetukesaruナゲツケサル,fighting,,"['Receiver', 'Defiant']",100,120,90,40,60,80,490,Teamwork Pokémon,7,0,1250000,45,5120,70,2,50,82.8,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
767,Wimpod,Kosokumushiコソクムシ,bug,water,['Wimp Out'],25,35,40,20,30,80,230,Turn Tail Pokémon,7,0,1000000,90,5120,70,0.5,50,12,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5
768,Golisopod,Gusokumushaグソクムシャ,bug,water,['Emergency Exit'],75,125,140,60,90,40,530,Hard Scale Pokémon,7,0,1000000,45,5120,70,2,50,108,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5
769,Sandygast,Sunabaスナバァ,ghost,ground,"['Water Compaction', 'Sand Veil']",55,55,80,70,45,15,320,Sand Heap Pokémon,7,0,1000000,140,3840,70,0.5,50,70,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2
770,Palossand,Sirodethnaシロデスナ,ghost,ground,"['Water Compaction', 'Sand Veil']",85,75,110,100,75,35,480,Sand Castle Pokémon,7,0,1000000,60,3840,70,1.3,50,250,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2
771,Pyukumuku,Namakobushiナマコブシ,water,,"['Innards Out', 'Unaware']",55,60,130,30,130,5,410,Sea Cucumber Pokémon,7,0,800000,60,3840,70,0.3,50,1.2,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
772,Type: Null,Type: Nullタイプ：ヌル,normal,,['Battle Armor'],95,95,95,95,95,59,534,Synthetic Pokémon,7,0,1250000,3,30720,0,1.9,,120.5,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
773,Silvally,Silvadyシルヴァディ,normal,,['RKS System'],95,95,95,95,95,95,570,Synthetic Pokémon,7,0,1250000,3,30720,0,2.3,,100.5,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
774,Minior,Metenoメテノ,rock,flying,['Shields Down'],60,100,60,100,60,120,500,Meteor Pokémon,7,0,1059860,30 (Meteorite)255 (Core),6400,70,0.3,,40,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2
775,Komala,Nekkoaraネッコアラ,normal,,['Comatose'],65,115,65,75,95,65,480,Drowsing Pokémon,7,0,1250000,45,5120,70,0.4,50,19.9,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
776,Turtonator,Bakugamesバクガメス,fire,dragon,['Shell Armor'],60,78,135,91,85,36,485,Blast Turtle Pokémon,7,0,1000000,70,5120,70,2,50,212,0.5,1,2,0.5,1,1,0.25,1,1,0.25,2,1,1,1,1,2,0.5,1
777,Togedemaru,Togedemaruトゲデマル,electric,steel,"['Iron Barbs', 'Lightningrod', 'Sturdy']",65,98,63,40,73,96,435,Roly-Poly Pokémon,7,0,1000000,180,2560,70,0.3,50,3.3,0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1
778,Mimikyu,Mimikkyuミミッキュ,ghost,fairy,['Disguise'],55,90,80,50,105,96,476,Disguise Pokémon,7,0,1000000,45,5120,70,0.2,50,0.7,0.25,1,0,1,1,0,1,1,2,1,1,1,0,1,1,1,2,1
779,Bruxish,Hagigishiriハギギシリ,water,psychic,"['Dazzling', 'Strong Jaw', 'Wonder Skin ']",68,105,70,70,70,92,475,Gnash Teeth Pokémon,7,0,1000000,80,3840,70,0.9,50,19,2,2,1,2,1,0.5,0.5,1,2,2,1,0.5,1,1,0.5,1,0.5,0.5
780,Drampa,Jijilongジジーロン,normal,dragon,"['Berserk', 'Sap Sipper', 'Cloud Nine']",78,60,85,135,91,36,485,Placid Pokémon,7,0,1000000,70,5120,70,3,50,185,1,1,2,0.5,2,2,0.5,1,0,0.5,1,2,1,1,1,1,1,0.5
781,Dhelmise,Dadarinダダリン,ghost,grass,['Steelworker'],70,131,100,86,90,40,517,Sea Creeper Pokémon,7,0,1000000,25,6400,70,3.9,,210,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5
782,Jangmo-o,Jyarakoジャラコ,dragon,,"['Bulletproof', 'Soundproof', 'Overcoat']",45,55,65,45,45,45,300,Scaly Pokémon,7,0,1250000,45,10240,70,0.6,50,29.7,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5
783,Hakamo-o,Jyarangoジャランゴ,dragon,fighting,"['Bulletproof', 'Soundproof', 'Overcoat']",55,75,90,65,70,65,420,Scaly Pokémon,7,0,1250000,45,10240,70,1.2,50,47,0.5,0.5,2,0.5,4,1,0.5,2,1,0.5,1,2,1,1,2,0.5,1,0.5
784,Kommo-o,Jyararangaジャラランガ,dragon,fighting,"['Bulletproof', 'Soundproof', 'Overcoat']",75,110,125,100,105,85,600,Scaly Pokémon,7,0,1250000,45,10240,70,1.6,50,78.2,0.5,0.5,2,0.5,4,1,0.5,2,1,0.5,1,2,1,1,2,0.5,1,0.5
785,Tapu Koko,Kapu-kokekoカプ・コケコ,electric,fairy,"['Electric Surge', 'Telepathy']",70,115,85,95,75,130,570,Land Spirit Pokémon,7,1,1250000,3,3840,70,1.8,,20.5,0.5,0.5,0,0.5,1,0.5,1,0.5,1,1,2,1,1,2,1,1,1,1
786,Tapu Lele,Kapu-tetefuカプ・テテフ,psychic,fairy,"['Psychic Surge', 'Telepathy']",70,85,75,130,115,95,570,Land Spirit Pokémon,7,1,1250000,3,3840,70,1.2,,18.6,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1
787,Tapu Bulu,Kapu-bululカプ・ブルル,grass,fairy,"['Grassy Surge', 'Telepathy']",70,130,115,85,95,75,570,Land Spirit Pokémon,7,1,1250000,3,3840,70,1.9,,45.5,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5
788,Tapu Fini,Kapu-rehireカプ・レヒレ,water,fairy,"['Misty Surge', 'Telepathy']",70,75,115,95,130,85,570,Land Spirit Pokémon,7,1,1250000,3,3840,70,1.3,,21.2,0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5
789,Cosmog,Cosmogコスモッグ,psychic,,['Unaware'],43,29,31,29,31,37,200,Nebula Pokémon,7,1,1250000,45,30720,0,0.2,,0.1,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
790,Cosmoem,Cosmovumコスモウム,psychic,,['Sturdy'],43,29,131,29,131,37,400,Protostar Pokémon,7,1,1250000,45,30720,0,0.1,,999.9,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
791,Solgaleo,Solgaleoソルガレオ,psychic,steel,['Full Metal Body'],137,137,107,113,89,97,680,Sunne Pokémon,7,1,1250000,45,30720,0,3.4,,230,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1
792,Lunala,Lunalaルナアーラ,psychic,ghost,['Shadow Shield'],137,113,89,137,107,97,680,Moone Pokémon,7,1,1250000,45,30720,0,4,,120,1,4,1,1,1,0,1,1,4,1,1,1,0,0.5,0.5,1,1,1
793,Nihilego,Uturoidウツロイド,rock,poison,['Beast Boost'],109,53,47,127,131,103,570,Parasite Pokémon,7,1,1250000,45,30720,0,1.2,,55.5,0.5,1,1,1,0.5,1,0.5,0.5,1,1,4,1,0.5,0.25,2,1,2,2
794,Buzzwole,Massivoonマッシブーン,bug,fighting,['Beast Boost'],107,139,139,53,53,79,570,Swollen Pokémon,7,1,1250000,25,30720,0,2.4,,333.6,0.5,0.5,1,1,2,0.5,2,4,1,0.5,0.5,1,1,1,2,1,1,1
795,Pheromosa,Pheroacheフェローチェ,bug,fighting,['Beast Boost'],71,137,37,137,37,151,570,Lissome Pokémon,7,1,1250000,255,30720,0,1.8,,25,0.5,0.5,1,1,2,0.5,2,4,1,0.5,0.5,1,1,1,2,1,1,1
796,Xurkitree,Denjyumokuデンジュモク,electric,,['Beast Boost'],83,89,71,173,71,83,570,Glowing Pokémon,7,1,1250000,30,30720,0,3.8,,100,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
797,Celesteela,Tekkaguyaテッカグヤ,steel,flying,['Beast Boost'],97,101,103,107,101,61,570,Launch Pokémon,7,1,1250000,25,30720,0,9.2,,999.9,0.25,1,0.5,2,0.5,1,2,0.5,1,0.25,0,1,0.5,0,0.5,1,0.5,1
